index,phrase,recording_id,start,duration,channel,language,speaker,gloss,lemmata,fst_normalized,num_raw_variants,token_count
6367,nera ineni nic@lo,HH20230407,779.89,1.69,0,tic,Himidan,"stab[CLƝ,VENT,DEP,left_h] 1sg.poss[CLƝ] good[CLƝ]",r ɛ́<CL>ɛ̀ɲí icəlo,ɲə́r̀à ɛ́ɲɛ̀ɲí ɲìcə̀lò,1,2
6368,nera ineni,HH20230407,747.695,1.55,0,tic,Himidan,"stab[CLƝ,VENT,DEP,left_h] 1sg.poss[CLƝ]",r ɛ́<CL>ɛ̀ɲí,ɲə́r̀à ɛ́ɲɛ̀ɲí,1,1
6369,nera,HH20230407,698.345,0.95,0,tic,Himidan,"stab[CLƝ,VENT,DEP,left_h]",r,ɲə́r̀à,1,1
6370,nenonol ngora,HH20220213-2,2852.237,1.085,0,tic,Himidan,"look[CLN,VENT,PFV,WH.LOCATIVE] child[NOM,PL]",nɔn órá,nə̀nɔ̀nɔ́l ŋɔ̀rà,1,4
6371,nenonol,HH20220213-2,2915.73,0.94,0,tic,Himidan,"look[CLN,VENT,PFV,WH.LOCATIVE]",nɔn,nə̀nɔ̀nɔ́l,1,1
6372,nenino,HH20210728,683.421,1.095,0,tic,Himidan,"listen-ben[CLN,VENT,PFV]",n-it̪,nə̀nìt̪ɔ́,1,1
6373,neni nicilo,HH11252020,1752.275,1.47,0,tic,Himidan,"ear/leaf[NOM,PL] good[CLN]",ɜ̀nì icəlo,nɜ̀nì nìcə̀lò,1,2
6374,neni,HH11252020,1743.279,0.746,0,tic,Himidan,"ear/leaf[NOM,PL]",ɜ̀nì,nɜ̀nì,1,2
6375,nengna enen,HH20231229,27.2,1.51,0,tic,Himidan,"house[NOM,PL] 3pl.poss[CLN]",ə̀ŋná ɛ́<CL>ɛ́n,nə̀ŋná ɛ́nɛ́n,1,1
6376,nengije,HH20230612,1393.54,1.22,0,tic,Himidan,"aux beat[CLN,IT,PFV,3SG.OBJ,1SG.SBJ,aux]",ŋgá ij,nɛ̀_íjɛ̀,1,1
6377,nen nijedu unere,HH20221028,98.382,1.663,0,tic,Himidan,"dog[NOM,PL] bite[CLƝ,VENT,PFV] yesterday[]",ŋɛ́n jɛð ùnɛ́ɾɛ́,ɲɛ́n ɲə̀jɛ̀ðɔ́ ùnɛ́ɾɛ́,1,2
6378,nen niclo,HH08072020,1632.459,1.651,0,tic,Himidan,"hill/mountain/country[NOM,PL] good[CLƝ]",àjén icəlo,ɲɛ̌n ɲìcə̀lò,1,1
6379,nen nic@lo,HH20220326-5,635.98,1.84,0,tic,Himidan,"dog[NOM,PL] good[CLƝ]",ŋɛ́n icəlo,ɲɛ́n ɲìcə̀lò,1,3
6380,nen nercan,HH08072020,752.152,1.806,0,tic,Himidan,"hill/mountain/country[NOM,PL] jump[CLƝ,VENT,DEP,left_h]",àjén uɽc,ɲɛ̌n ɲúɽcà,1,3
6381,nen nera,HH20211012,1991.252,1.24,0,tic,Himidan,"hill/mountain/country[NOM,PL] big[CLƝ]",àjén ɽa,ɲɛ̌n ɲə̀ɽà,1,1
6382,nen neclo,HH08072020,1635.466,1.633,0,tic,Himidan,"hill/mountain/country[NOM,PL] good[CLƝ]",àjén icəlo,ɲɛ̌n ɲìcə̀lò,1,1
6383,nercan nercan,HH08072020,795.389,2.872,0,tic,Himidan,"jump[CLƝ,VENT,DEP,left_h] jump[CLƝ,VENT,DEP,left_h]",uɽc uɽc,ɲúɽcà ɲúɽcà,1,1
6384,nercan,HH08072020,800.886,1.526,0,tic,Himidan,"jump[CLƝ,VENT,DEP,left_h]",uɽc,ɲúɽcà,1,2
6385,an ondi k@ngaci kuku aprina unere,HH20221024,594.355,3.34,0,tic,Himidan,"FOC[] what[left_h] give[CLG,VENT,PFV,left_h] 1st.born.male.child[NOM,SG] boy[ACC,SG] yesterday[]",àn ɔ̀ndì ŋac kúkù àpɾí ùnɛ́ɾɛ́,àn ɔ́ndì kə́ŋàcí kúkù àpɾíɲá ùnɛ́ɾɛ́,1,2
6386,an ondi k@ngaci kuku aprina,HH20221024,565.105,2.75,0,tic,Himidan,"FOC[] what[left_h] give[CLG,VENT,PFV,left_h] 1st.born.male.child[NOM,SG] boy[ACC,SG]",àn ɔ̀ndì ŋac kúkù àpɾí,àn ɔ́ndì kə́ŋàcí kúkù àpɾíɲá,1,3
6387,an ondi k@diniji elara alo,HH20220708-1,409.06,2.83,0,tic,Himidan,"FOC[] what[left_h] fear-caus[CLG,VENT,PFV,left_h] farmer[NOM,SG,left_h] place[NOM,SG]",àn ɔ̀ndì ðiɲ(1)-ij ɛ̀làɽà àlú,àn ɔ́ndì kə́ðìɲìjí ɛ́làɽà àlú,1,3
6388,an onde kirleni tolena,HH12022020,2030.286,2.915,0,tic,Himidan,"FOC[] what[left_h] chase[CLG,VENT,PFV,left_h] lion[ACC,SG]",àn ɔ̀ndì rlɛɲ t̪òlé,àn ɔ́ndì kə́r̀lɛ̀ɲí t̪òlèɲá,1,2
6389,an onde kirleni ngin,HH11252020,233.705,2.71,0,tic,Himidan,"FOC[] what[left_h] chase[CLG,VENT,PFV,left_h] there[CLŊ]",àn ɔ̀ndì rlɛɲ <CL>ɔ̂n,àn ɔ́ndì kə́r̀lɛ̀ɲí ŋɔ̂n,1,4
6390,an onde ked@ngnol apri ano karleni ngine,HH12092020,823.671,3.597,0,tic,Himidan,"FOC[] what[left_h] happen[CLG,VENT,PFV,WH.LOCATIVE,left_h] boy[NOM,SG] PARTICLE[] aux chase[CLG,IT,PFV,aux,left_h] do[CLŊ,IT,DEP,left_h]",àn ɔ̀ndì eðin àpɾí ánó ŋgá rlɛɲ ið,àn ɔ́ndì kéðìnɔ́l àpɾí ánó ká_ŕlɛ̀ɲì ŋíðɛ̀,1,4
6391,an onde ked@ngnol apri ano karleni ngen,HH12092020,1255.066,4.183,0,tic,Himidan,"FOC[] what[left_h] happen[CLG,VENT,PFV,WH.LOCATIVE,left_h] boy[NOM,SG] PARTICLE[] aux chase[CLG,IT,PFV,aux,left_h] dog[NOM,SG]",àn ɔ̀ndì eðin àpɾí ánó ŋgá rlɛɲ ŋɛ́n,àn ɔ́ndì kéðìnɔ́l àpɾí ánó ká_ŕlɛ̀ɲì ŋɛ́n,1,2
6392,an onde karoge urno ngga apri ija,HH20220124,1343.203,4.171,0,tic,Himidan,"FOC[] what[left_h] say[CLG,VENT,PFV,WH.CLASS,left_h] grandfather/grandchild[NOM,SG] aux[CLG,IPFV] boy[NOM,SG,left_h] beat[IT,IPFV]",àn ɔ̀ndì aɾ ùrnɔ̀ ŋgá àpɾí ij,àn ɔ́ndì káɾɔ́gɛ́ ùrnɔ̀ ŋgá ápɾí íjà,1,1
6393,an onde karoge urno kijo unere,HH04092021,160.503,3.61,0,tic,Himidan,"FOC[] what[left_h] say[CLG,VENT,PFV,WH.CLASS,left_h] grandfather/grandchild[NOM,SG] beat[CLG,VENT,PFV] yesterday[left_h]",àn ɔ̀ndì aɾ ùrnɔ̀ ij ùnɛ́ɾɛ́,àn ɔ́ndì káɾɔ́gɛ́ ùrnɔ̀ kìjɔ́ únɛ́ɾɛ́,1,1
6394,an onde karl@no tolina,HH12022020,2262.095,2.77,0,tic,Himidan,"FOC[] what[left_h] aux chase[CLG,IT,IPFV,aux] lion[ACC,SG]",àn ɔ̀ndì ŋgá rlɛɲ t̪òlé,àn ɔ́ndì ká_ŕlɔ̀ɲɔ̀ t̪òlèɲá,1,2
6395,an onde kangen rleni,HH11252020,174.499,3.08,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV,1SG.OBJ] chase[IT,PFV]",àn ɔ̀ndì ŋgá rlɛɲ,àn ɔ́ndì káŋɛ̂ ŕlɛ̀ɲì,1,4
6396,an onde ka ngin rleni,HH12022020,2141.489,3.51,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] there[CLŊ] chase[VENT,IPFV]",àn ɔ̀ndì ŋgá <CL>ɔ̂n rlɛɲ,àn ɔ́ndì ká ŋɔ̂n r̀lɛ̀ɲí,1,2
6397,an onde k@rleni ngin,HH12022020,2195.717,2.765,0,tic,Himidan,"FOC[] what[left_h] chase[CLG,VENT,PFV,left_h] there[CLŊ]",àn ɔ̀ndì rlɛɲ <CL>ɔ̂n,àn ɔ́ndì kə́r̀lɛ̀ɲí ŋɔ̂n,1,1
6398,an ojongaa larole urno ta lal tuli am@rda,HH20221010,199.805,4.93,0,tic,Himidan,"FOC[] who[ACC,SG] say[CLL,VENT,PFV,WH.CLASS,left_h] grandfather/grandchild[NOM,SG] aux[CLT̪,IPFV] aux[CLL,IPFV,WH.LOCATIVE] burn[CLT̪,VENT,PFV] bite[VENT,PFV,2SG.SBJ]",àn ɔ́ɟɔ́ aɾ ùrnɔ̀ ŋgá ŋgá ud mɛɾð,àn ɔ́ɟɔ́ŋá láɾɔ́lɛ́ ùrnɔ̀ t̪á lál t̪ùdí ámɛ̀ɾðɔ́,1,1
6399,ng@d@ngna no kan toli,HH20230724,3198.72,1.89,0,tic,Himidan,"slice-pass[CLŊ,VENT,PFV,3SG.OBJ] listen[VENT,IPFV,left_h] aux[CLG,IPFV] lion[NOM,SG,left_h]",ð-in n ŋgá t̪òlé,ŋə̀ðìŋnú ńɔ́ ká t̪ólé,1,1
6400,ng@burnge dinu ano d@loringi unere,HH20230626,1001.51,4.733,0,tic,Himidan,"forget[CLŊ,IT,DEP] something[ACC,SG] PARTICLE[] speak-caus[CLÐ,VENT,PFV,3SG.OBJ,left_h] yesterday[left_h]",burŋ ðìɲú ánó lɔɽ-ij ùnɛ́ɾɛ́,ŋə̀bùrŋ̀ɛ̀ ðìɲú ánó ðə́lɔ̀ɽìŋjú únɛ́ɾɛ́,1,1
6401,ng@burnge ano,HH20230626,1121.405,0.986,0,tic,Himidan,"forget[CLŊ,IT,DEP] PARTICLE[]",burŋ ánó,ŋə̀bùrŋ̀ɛ̀ ánó,1,1
6402,ng@burnga dinu ano,HH20230626,1222.35,1.866,0,tic,Himidan,"forget[CLŊ,VENT,DEP] something[ACC,SG] PARTICLE[]",burŋ ðìɲú ánó,ŋə̀bùrŋ̀à ðìɲú ánó,1,1
6403,ng@burnga ano ng@burnga ano,HH20230626,1087.918,2.372,0,tic,Himidan,"forget[CLŊ,VENT,DEP] PARTICLE[] forget[CLŊ,VENT,DEP] PARTICLE[]",burŋ ánó burŋ ánó,ŋə̀bùrŋ̀à ánó ŋə̀bùrŋ̀à ánó,1,1
6404,ng@burnga ano,HH20230626,1081.45,1.28,0,tic,Himidan,"forget[CLŊ,VENT,DEP] PARTICLE[]",burŋ ánó,ŋə̀bùrŋ̀à ánó,1,3
6405,ng@bo ngic@lo,HH20230703,3002.72,1.08,0,tic,Himidan,"ball[NOM,PL] good[CLŊ]",lə̀bó icəlo,ŋə̀bó ŋìcə̀lò,1,2
6406,ng@ v@leda tow@ni,HH20240209,621.853,1.267,0,tic,Himidan,"aux[CLŊ,IT,PFV,3SG.OBJ,1SG.SBJ] pull[VENT,IMP,left_h] now[]",ŋgá vəlɛð t̪ɔ́wɜ̀nì,ŋɛ̀ və́lɛ̀ðá t̪ɔ́wɜ̀nì,1,1
6407,nevla ne guri ne najino ulingge,HH20211102,312.375,2.8200000000000003,0,tic,Himidan,"gourd.piece[NOM,PL] aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] forest[NOM,SG] aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] die-pass[CLN,VENT,DEP,left_h] night[NOM,SG]",ɛ̀là(1) ŋgá kúɽì ŋgá aj-in ùlíŋgɛ́,nɛ̀là nɛ́ kúɽì nɛ́ nájìnɔ̀ ùlíŋgɛ́,1,2
6408,nevla,HH09172020,2111.34,0.73,0,tic,Himidan,"gourd.piece[NOM,PL]",ɛ̀là(1),nɛ̀là,1,2
6409,neru nicilo,HH11252020,1712.426,1.67,0,tic,Himidan,"spider.web[NOM,PL] good[CLN]",ɜ́rú icəlo,nɜ́rú nìcə̀lò,1,4
6410,neru,HH20230703,3025.77,0.73,0,tic,Himidan,"nest/web/bowl[NOM,PL]",ɜ́ɾʊ́,nɜ́rʊ́,1,8
6411,nerege koroto,HH09242020,8.308,1.4,0,tic,Himidan,"fence[NOM,PL] run-loc[CLG,VENT,PFV,left_h]",ɛ́ɾɛ́ ɔɽ-ɔt̪,nɛ́ɾɛ́ kɔ́ɽɔ̀t̪ɔ́,1,3
6412,nerege koloto,HH09242020,42.477,1.373,0,tic,Himidan,"fence[NOM,PL] good[CLG,left_h]",ɛ́ɾɛ́ ɔlɔt̪ɔ,nɛ́ɾɛ́ kɔ́lɔ̀t̪ɔ̀,1,1
6413,nerege kic@lo anu,HH09242020,62.373,2.045,0,tic,Himidan,"fence[NOM,PL] good[CLG,left_h] PARTICLE[]",ɛ́ɾɛ́ icəlo ánó,nɛ́ɾɛ́ kícə̀lò ánó,1,1
6414,nere nic@lo,HH20220326-2,880.346,1.47,0,tic,Himidan,"fence[NOM,PL] good[CLN]",ɛ́ɾɛ́ icəlo,nɛ́ɾɛ́ nìcə̀lò,1,3
6415,ng@tri ngic@lo,HH20220326-3,592.775,1.76,0,tic,Himidan,"skirt[NOM,PL] good[CLŊ]",lə̀t̪ɾì icəlo,ŋə̀t̪ɾì ŋìcə̀lò,1,3
6416,ng@rta ngona rpi,HH20220327-1,1394.781,1.2,0,tic,Himidan,"word[ACC,SG] top[ACC,PL,left_h] thank.you[]",ŋə́rt̪á lɔ̀ɲɔ̀(1) ɔ̀pí,ŋə̀rt̪á ŋɔ́ɲà ɔ̀pí,1,1
6417,ng@rta ngic@lo,HH20220326-4,4.88,1.842,0,tic,Himidan,"word[NOM,SG] good[CLŊ]",ŋə́rt̪á icəlo,ŋə́rt̪á ŋìcə̀lò,1,3
6418,ng@rnono,HH04232021,1146.644,1.251,0,tic,Himidan,"look[CLŊ,VENT,PFV]",nɔn,ŋə̀nɔ̀nɔ́,1,1
6419,ng@ra,HH20220306-2,4044.934,0.5720000000000001,0,tic,Himidan,big[CLŊ],ɽa,ŋə̀ɽà,1,1
6420,ng@nono kuku,HH04232021,1065.901,2.296,0,tic,Himidan,"look[CLŊ,VENT,PFV] 1st.born.male.child[NOM,SG]",nɔn kúkù,ŋə̀nɔ̀nɔ́ kúkù,1,3
6421,ng@na ngic@lo,HH20230619,1720.95,1.44,0,tic,Himidan,"hut[NOM,PL] good[CLŊ]",l̀ná icəlo,ŋə̀ná ŋìcə̀lò,1,3
6422,ng@mutol lurno unere,HH20220712-2,256.5,2.1,0,tic,Himidan,"sip[CLŊ,VENT,PFV,WH.LOCATIVE] grandfather/grandchild[NOM,PL,left_h] yesterday[]",mut̪ ùrnɔ̀ ùnɛ́ɾɛ́,ŋə̀mùt̪ɔ́l lúrnɔ̀ ùnɛ́ɾɛ́,1,5
6423,ng@mtere ngic@lo,HH20211019-2,418.025,1.08,0,tic,Himidan,"frollicking[NOM,SG] good[CLŊ]",ŋə̀mt̪ɛ́ɾɛ́ icəlo,ŋə̀mt̪ɛ́ɾɛ́ ŋìcə̀lò,1,4
6424,ng@mod ngic@lo,HH20220326-5,43.71,1.63,0,tic,Himidan,"log[NOM,PL] good[CLŊ]",lə̀mɔ́ð icəlo,ŋə̀mɔ́ð ŋìcə̀lò,1,3
6425,ng@minato asa,HH20211207-Zoom,1252.77,1.226,0,tic,Himidan,"exit-loc[CLŊ,VENT,PFV] PARTICLE[]",miɲ-at̪ ásá,ŋə̀mìɲàt̪ɔ́ ásá,1,3
6426,ng@mburu,HH20211019-1,902.344,0.6900000000000001,0,tic,Himidan,"calf[NOM,SG]",ŋʊ̀mbòɽó,ŋʊ̀mbòɽó,1,1
6427,ng@mbre ngic@lo,HH20211005,699.384,2.08,0,tic,Himidan,"bedsheet[ACC,PL] good[CLŊ]",lɛ̀mbré icəlo,ŋə̀mbrá ŋìcə̀lò,1,2
6428,ng@mad ngic@lo,HH20220326-5,661.83,1.65,0,tic,Himidan,"friendship[NOM,SG] good[CLŊ]",ŋə̀màð icəlo,ŋə̀màð ŋìcə̀lò,1,3
6429,ng@ma ngic@lo,HH20220326-4,24.68,1.646,0,tic,Himidan,"energy/power[NOM,SG] good[CLŊ]",ŋə̀mà icəlo,ŋə̀mà ŋìcə̀lò,1,6
6430,ng@deni,HH20230724,3040.11,1.09,0,tic,Himidan,"rabbit/hare[NOM,SG]",ŋìðɛ̀ní,ŋìðɛ̀ní,1,1
6431,an ojonga lelengitol urnoo laro le kuku ta lam@rdol tuli,HH20221024,3004.866,6.53,0,tic,Himidan,"FOC[] who[ACC,SG] give.birth-ben[CLL,VENT,PFV,WH.LOCATIVE] grandfather/grandchild[NOM,SG] say[CLL,VENT,PFV] aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] 1st.born.male.child[NOM,SG] aux[CLT̪,IPFV] bite[CLL,VENT,PFV,WH.LOCATIVE] choose[CLT̪,IT,DEP]",àn ɔ́ɟɔ́ ləŋ-it̪ ùrnɔ̀ aɾ ŋgá kúkù ŋgá mɛɾð ut̪,àn ɔ́ɟɔ́ŋá lə̀lə̀ŋìt̪ɔ́l ùrnɔ̀ làɾɔ́ lɛ́ kúkù t̪á lə̀mɛ̀ɾðɔ́l t̪ùt̪ì,1,1
6432,an ojonga lelengitol urno laro le kuku ta lam@rdol tuli,HH20221024,3022.471,8.03,0,tic,Himidan,"FOC[] who[ACC,SG] give.birth-ben[CLL,VENT,PFV,WH.LOCATIVE] grandfather/grandchild[NOM,SG] say[CLL,VENT,PFV] aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] 1st.born.male.child[NOM,SG] aux[CLT̪,IPFV] bite[CLL,VENT,PFV,WH.LOCATIVE] choose[CLT̪,IT,DEP]",àn ɔ́ɟɔ́ ləŋ-it̪ ùrnɔ̀ aɾ ŋgá kúkù ŋgá mɛɾð ut̪,àn ɔ́ɟɔ́ŋá lə̀lə̀ŋìt̪ɔ́l ùrnɔ̀ làɾɔ́ lɛ́ kúkù t̪á lə̀mɛ̀ɾðɔ́l t̪ùt̪ì,1,1
6433,an ojonga larole urno ta lal tuli am@rda,HH20221010,208.59,4.73,0,tic,Himidan,"FOC[] who[ACC,SG] say[CLL,VENT,PFV,WH.CLASS,left_h] grandfather/grandchild[NOM,SG] aux[CLT̪,IPFV] aux[CLL,IPFV,WH.LOCATIVE] burn[CLT̪,VENT,PFV] bite[VENT,PFV,2SG.SBJ]",àn ɔ́ɟɔ́ aɾ ùrnɔ̀ ŋgá ŋgá ud mɛɾð,àn ɔ́ɟɔ́ŋá láɾɔ́lɛ́ ùrnɔ̀ t̪á lál t̪ùdí ámɛ̀ɾðɔ́,1,1
6434,an ojonga larole urno ta la tuli tam@rda,HH20221010,296.191,4.71,0,tic,Himidan,"FOC[] who[ACC,SG] say[CLL,VENT,PFV,WH.CLASS,left_h] grandfather/grandchild[NOM,SG] aux[CLT̪,IPFV] aux[CLL,IPFV] burn[CLT̪,VENT,PFV] bite[CLT̪,VENT,DEP,left_h]",àn ɔ́ɟɔ́ aɾ ùrnɔ̀ ŋgá ŋgá ud mɛɾð,àn ɔ́ɟɔ́ŋá láɾɔ́lɛ́ ùrnɔ̀ t̪á lá t̪ùdí t̪ə́mɛ̀ɾðà,1,1
6435,an ojonga lal tu li rleni,HH04232021,1805.095,3.38,0,tic,Himidan,"FOC[] who[ACC,SG] aux[CLL,IPFV,WH.LOCATIVE] be.lost[VENT,IPFV] market[NOM,SG,left_h] chase[IT,PFV]",àn ɔ́ɟɔ́ ŋgá t̪(2) ìlí rlɛɲ,àn ɔ́ɟɔ́ŋá lál t̪ú ílí ŕlɛ̀ɲì,1,4
6436,an ojonga lad@ngnol apri a no lrlenil tole,HH20201217,1745.339,2.71,0,tic,Himidan,"FOC[] who[ACC,SG] remember[CLL,VENT,PFV,WH.LOCATIVE,left_h] boy[NOM,SG,left_h] aux[CLT̪,IPFV] listen[VENT,IPFV,left_h] chase[CLL,VENT,PFV,WH.LOCATIVE,left_h] lion[NOM,SG,left_h]",àn ɔ́ɟɔ́ ɜðɜŋin àpɾí ŋgá n rlɛɲ t̪òlé,àn ɔ́ɟɔ́ŋá lɜ́ðɜ̀ŋìnɔ́l ápɾí t̪á ńɔ́ lə́r̀lɛ̀ɲíl t̪ólé,1,3
6437,an ojonga lad@ngnol apri a no larleni ngine,HH20201217,1040.014,5.5600000000000005,0,tic,Himidan,"FOC[] who[ACC,SG] remember[CLL,VENT,PFV,WH.LOCATIVE,left_h] boy[NOM,SG,left_h] aux[CLT̪,IPFV] listen[VENT,IPFV,left_h] aux chase[CLL,IT,PFV,aux,left_h] do[CLŊ,IT,DEP,left_h]",àn ɔ́ɟɔ́ ɜðɜŋin àpɾí ŋgá n ŋgá rlɛɲ ið,àn ɔ́ɟɔ́ŋá lɜ́ðɜ̀ŋìnɔ́l ápɾí t̪á ńɔ́ lá_ŕlɛ̀ɲì ŋíðɛ̀,1,4
6438,an ojonga lad@ngnol apri a no lal tole rleni,HH20201217,1423.969,4.16,0,tic,Himidan,"FOC[] who[ACC,SG] carry-pass[CLL,VENT,PFV,WH.LOCATIVE,3SG.OBJ,left_h] boy[NOM,SG,left_h] aux[CLT̪,IPFV] listen[VENT,IPFV,left_h] aux[CLL,IPFV,WH.LOCATIVE] lion[NOM,SG,left_h] chase[IT,PFV]",àn ɔ́ɟɔ́ ap-in àpɾí ŋgá n ŋgá t̪òlé rlɛɲ,àn ɔ́ɟɔ́ŋá lápìŋnúl ápɾí t̪á ńɔ́ lál t̪ólé ŕlɛ̀ɲì,1,3
6439,an ojonga,HH12092020,62.52,1.06,0,tic,Himidan,"FOC[] who[ACC,SG]",àn ɔ́ɟɔ́,àn ɔ́ɟɔ́ŋá,1,2
6440,an ojo vran kangu tolina,HH20220919,1740.507,2.508,0,tic,Himidan,"FOC[] who[] very.much[left_h] see[CLG,VENT,PFV,left_h] lion[ACC,SG,left_h]",àn ɔ́ɟɔ́ àvàn aŋ t̪òlé,àn ɔ́ɟɔ́ ávàn káŋú t̪ólèɲá,1,3
6441,an ojo ngaa laro le urno ta lal tuli am@rda,HH20221003,1246.475,4.84,0,tic,Himidan,"FOC[] who[] aux[CLŊ,IT,PFV] say[CLL,VENT,PFV,left_h] aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] grandfather/grandchild[NOM,SG] aux[CLT̪,IPFV] aux[CLL,IPFV,WH.LOCATIVE] burn[CLT̪,VENT,PFV] bite[VENT,IMP]",àn ɔ́ɟɔ́ ŋgá aɾ ŋgá ùrnɔ̀ ŋgá ŋgá ud mɛɾð,àn ɔ́ɟɔ́ ŋà láɾɔ́ lɛ́ ùrnɔ̀ t̪á lál t̪ùdí mɛ̀ɾðá,1,1
6442,ng@vari,HH20230608,1435.332,1.036,0,tic,Himidan,"run[CLŊ,IT,DEP]",var,ŋə̀vàrì,1,1
6443,ng@v@r ngic@lo,HH20220326-5,11.185,2.04,0,tic,Himidan,"field[NOM,PL] good[CLŊ]",lə̀və́r icəlo,ŋə̀və́r ŋìcə̀lò,1,3
6444,ng@v@ledo dangal,HH01222021,2367.801,1.994,0,tic,Himidan,"pull[CLŊ,VENT,PFV] sheep[NOM,SG,left_h]",vəlɛð ðàŋàl,ŋə̀və̀lɛ̀ðɔ́ ðáŋàl,1,3
6445,ng@v@lede t,HH20230731-2,2801.48,1.3,0,tic,Himidan,"pull[CLŊ,IT,DEP,left_h] drink[IT,IPFV]",vəlɛð t̪,ŋə́və̀lɛ̀ðɛ̀ t̪ɔ̀,1,1
6446,ng@v@lede,HH20230731-2,2850.26,1.03,0,tic,Himidan,"pull[CLŊ,IT,DEP,left_h]",vəlɛð,ŋə́və̀lɛ̀ðɛ̀,1,1
6447,ngaco ngic@lo,HH20220326-3,361.435,1.76,0,tic,Himidan,"mud[NOM,PL] good[CLŊ]",lácɔ́ icəlo,ŋácɔ́ ŋìcə̀lò,1,3
6448,ngaco,HH20210714,288.344,0.587,0,tic,Himidan,"mud[NOM,PL]",lácɔ́,ŋácɔ́,1,1
6449,ngaci romoca donda,HH20211116-2,166.5,2.5,0,tic,Himidan,"give[VENT,IPFV,left_h] man/male[ACC,PL,left_h] gourd[ACC,SG]",ŋac ðɔ̀mɔ̀cɔ̀ ðɔ̀ndɔ̀,ŋácí rɔ́mɔ̀cà ðɔ̀ndà,1,1
6450,ngaci kukungu lidina,HH20211109,1834.235,1.48,0,tic,Himidan,"give[VENT,IPFV,left_h] 1st.born.male.child[ACC,SG] fall[CLL,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ]",ŋac kúkù id,ŋácí kúkùŋú lìdáɲà,1,3
6451,ngaci,HH20211116-2,111.165,0.91,0,tic,Himidan,"give[VENT,IPFV,left_h]",ŋac,ŋácí,1,5
6452,ngaca romoca donda,HH20211116-2,138.083,3.226,0,tic,Himidan,"give[VENT,IMP] man/male[ACC,PL,left_h] gourd[ACC,SG]",ŋac ðɔ̀mɔ̀cɔ̀ ðɔ̀ndɔ̀,ŋàcá rɔ́mɔ̀cà ðɔ̀ndà,1,1
6453,ngaca kukungu lidina,HH20211109,1869.675,1.98,0,tic,Himidan,"give[VENT,IMP] 1st.born.male.child[ACC,SG] fall[CLL,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ]",ŋac kúkù id,ŋàcá kúkùŋú lìdáɲà,1,1
6454,ngaca,HH20211116-2,120.785,0.65,0,tic,Himidan,"give[VENT,IMP]",ŋac,ŋàcá,1,2
6455,nga urno v@leda taw@ni,HH20211005,2154.738,2.77,0,tic,Himidan,"aux[CLŊ,IT,PFV] grandfather/grandchild[NOM,SG,left_h] pull[VENT,IMP] urinate-antip[CLT̪,IT,DEP]",ŋgá ùrnɔ̀ vəlɛð aw-ið,ŋà úrnɔ̀ və̀lɛ̀ðá t̪àwìðì,1,2
6456,nga urno dev@ledo taw@ni,HH20211005,2036.443,2.77,0,tic,Himidan,"aux[CLŊ,IPFV] grandfather/grandchild[NOM,SG,left_h] pull[CLÐ,VENT,PFV,left_h] urinate-antip[CLT̪,IT,DEP]",ŋgá ùrnɔ̀ vəlɛð aw-ið,ŋá úrnɔ̀ ðə́və̀lɛ̀ðɔ́ t̪àwìðì,1,4
6457,nga urno dev@ledo,HH20211005,2010.614,1.825,0,tic,Himidan,"aux[CLŊ,IPFV] grandfather/grandchild[NOM,SG,left_h] pull[CLÐ,VENT,PFV,left_h]",ŋgá ùrnɔ̀ vəlɛð,ŋá úrnɔ̀ ðə́və̀lɛ̀ðɔ́,1,2
6458,nga urno dev@leda taw@ni,HH20211005,2197.471,3.676,0,tic,Himidan,"aux[CLŊ,IPFV] grandfather/grandchild[NOM,SG,left_h] pull[CLÐ,VENT,DEP,left_h] urinate-antip[CLT̪,IT,DEP]",ŋgá ùrnɔ̀ vəlɛð aw-ið,ŋá úrnɔ̀ ðə́və̀lɛ̀ðà t̪àwìðì,1,1
6459,nga kuku rnona,HH04232021,1165.057,2.779,0,tic,Himidan,"aux[CLŊ,IPFV] 1st.born.male.child[NOM,SG] look[CLR,VENT,DEP,left_h]",ŋgá kúkù nɔn,ŋá kúkù rə́nɔ̀nà,1,6
6460,ng@vra,HH08212020-2,995.946,0.509,0,tic,Himidan,"field[ACC,PL]",lə̀və́r,ŋə̀və́rá,1,2
6461,ng@ver,HH20210721,2271.329,0.746,0,tic,Himidan,"field[NOM,PL]",lə̀və́r,ŋə̀və́r,1,3
6462,ng@vavri ngic@lo,HH20230703,3353.62,1.27,0,tic,Himidan,"bicycle[NOM,PL] good[CLŊ]",lə̀vàvɾì icəlo,ŋə̀vàvɾì ŋìcə̀lò,1,3
6463,ngamad,HH20211012,346.066,1.227,0,tic,Himidan,"friendship[NOM,SG]",ŋə̀màð,ŋə̀màð,1,1
